Id,Category
0001,9
0002,9
0003,0
0004,7
0005,3
0006,9
0007,2
0008,9
0009,5
0010,9
0011,9
0012,4
0013,3
0014,0
0015,0
0016,3
0017,9
0018,10
0019,3
0020,4
0021,9
0022,10
0023,10
0024,5
0025,2
0026,2
0027,10
0028,10
0029,3
0030,4
0031,2
0032,5
0033,9
0034,5
0035,0
0036,3
0037,10
0038,1
0039,10
0040,0
0041,5
0042,3
0043,5
0044,5
0045,0
0046,0
0047,6
0048,4
0049,5
0050,5
0051,2
0052,0
0053,7
0054,10
0055,0
0056,3
0057,1
0058,5
0059,3
0060,7
0061,5
0062,7
0063,4
0064,9
0065,8
0066,1
0067,7
0068,2
0069,5
0070,9
0071,5
0072,3
0073,5
0074,7
0075,4
0076,0
0077,9
0078,7
0079,10
0080,8
0081,9
0082,9
0083,10
0084,2
0085,2
0086,5
0087,6
0088,0
0089,4
0090,5
0091,8
0092,9
0093,2
0094,8
0095,3
0096,4
0097,3
0098,1
0099,5
0100,5
0101,6
0102,5
0103,4
0104,9
0105,8
0106,0
0107,5
0108,3
0109,5
0110,4
0111,2
0112,6
0113,0
0114,0
0115,6
0116,7
0117,3
0118,4
0119,9
0120,3
0121,7
0122,5
0123,4
0124,4
0125,7
0126,6
0127,5
0128,10
0129,10
0130,9
0131,5
0132,10
0133,4
0134,6
0135,9
0136,5
0137,9
0138,8
0139,9
0140,5
0141,4
0142,0
0143,5
0144,1
0145,5
0146,0
0147,4
0148,0
0149,4
0150,5
0151,5
0152,8
0153,5
0154,7
0155,0
0156,5
0157,4
0158,8
0159,9
0160,9
0161,6
0162,5
0163,5
0164,9
0165,9
0166,5
0167,8
0168,2
0169,5
0170,9
0171,9
0172,2
0173,1
0174,6
0175,6
0176,9
0177,1
0178,5
0179,2
0180,2
0181,1
0182,5
0183,2
0184,2
0185,5
0186,8
0187,6
0188,3
0189,8
0190,0
0191,2
0192,9
0193,2
0194,4
0195,0
0196,9
0197,2
0198,10
0199,9
0200,9
0201,6
0202,8
0203,2
0204,2
0205,10
0206,0
0207,4
0208,8
0209,7
0210,5
0211,0
0212,5
0213,0
0214,6
0215,8
0216,2
0217,9
0218,8
0219,9
0220,2
0221,5
0222,9
0223,9
0224,5
0225,4
0226,1
0227,4
0228,7
0229,5
0230,4
0231,4
0232,4
0233,2
0234,4
0235,4
0236,2
0237,6
0238,8
0239,3
0240,5
0241,5
0242,2
0243,10
0244,4
0245,6
0246,10
0247,0
0248,10
0249,3
0250,0
0251,8
0252,5
0253,4
0254,7
0255,4
0256,8
0257,2
0258,8
0259,3
0260,5
0261,9
0262,7
0263,4
0264,10
0265,10
0266,5
0267,7
0268,6
0269,2
0270,9
0271,2
0272,0
0273,8
0274,9
0275,9
0276,5
0277,10
0278,10
0279,2
0280,5
0281,4
0282,6
0283,2
0284,5
0285,8
0286,2
0287,0
0288,10
0289,4
0290,3
0291,8
0292,3
0293,7
0294,0
0295,6
0296,5
0297,4
0298,5
0299,6
0300,5
0301,2
0302,5
0303,9
0304,10
0305,4
0306,9
0307,0
0308,2
0309,2
0310,5
0311,8
0312,5
0313,5
0314,2
0315,2
0316,10
0317,8
0318,0
0319,2
0320,8
0321,9
0322,4
0323,9
0324,3
0325,3
0326,9
0327,0
0328,7
0329,5
0330,10
0331,3
0332,10
0333,4
0334,10
0335,9
0336,3
0337,6
0338,9
0339,0
0340,8
0341,10
0342,9
0343,10
0344,2
0345,8
0346,10
0347,4
0348,3
0349,2
0350,2
0351,5
0352,5
0353,10
0354,9
0355,0
0356,0
0357,3
0358,9
0359,8
0360,5
0361,0
0362,5
0363,6
0364,4
0365,10
0366,1
0367,4
0368,10
0369,7
0370,2
0371,5
0372,0
0373,4
0374,8
0375,9
0376,6
0377,2
0378,2
0379,8
0380,8
0381,0
0382,9
0383,8
0384,4
0385,7
0386,9
0387,3
0388,4
0389,7
0390,8
0391,5
0392,10
0393,4
0394,5
0395,7
0396,7
0397,5
0398,9
0399,6
0400,3
0401,9
0402,2
0403,8
0404,4
0405,2
0406,1
0407,2
0408,5
0409,8
0410,3
0411,10
0412,9
0413,0
0414,9
0415,5
0416,2
0417,4
0418,4
0419,3
0420,3
0421,9
0422,4
0423,6
0424,6
0425,5
0426,6
0427,9
0428,4
0429,5
0430,3
0431,8
0432,9
0433,3
0434,3
0435,4
0436,3
0437,10
0438,3
0439,5
0440,5
0441,8
0442,10
0443,4
0444,9
0445,6
0446,9
0447,4
0448,4
0449,3
0450,9
0451,2
0452,3
0453,9
0454,3
0455,4
0456,8
0457,1
0458,9
0459,6
0460,7
0461,0
0462,4
0463,1
0464,3
0465,9
0466,3
0467,1
0468,5
0469,5
0470,9
0471,10
0472,2
0473,9
0474,4
0475,4
0476,8
0477,5
0478,2
0479,4
0480,10
0481,5
0482,7
0483,2
0484,9
0485,5
0486,7
0487,1
0488,4
0489,9
0490,1
0491,0
0492,9
0493,5
0494,3
0495,2
0496,7
0497,0
0498,9
0499,1
0500,3
0501,4
0502,7
0503,5
0504,4
0505,7
0506,2
0507,3
0508,3
0509,5
0510,10
0511,5
0512,2
0513,10
0514,4
0515,8
0516,9
0517,2
0518,3
0519,2
0520,8
0521,4
0522,5
0523,5
0524,9
0525,9
0526,3
0527,4
0528,8
0529,7
0530,10
0531,5
0532,9
0533,0
0534,2
0535,5
0536,3
0537,9
0538,9
0539,2
0540,1
0541,9
0542,9
0543,0
0544,0
0545,3
0546,2
0547,2
0548,7
0549,4
0550,3
0551,0
0552,8
0553,3
0554,0
0555,9
0556,6
0557,4
0558,0
0559,3
0560,3
0561,9
0562,2
0563,10
0564,8
0565,9
0566,9
0567,2
0568,4
0569,4
0570,4
0571,8
0572,3
0573,2
0574,2
0575,7
0576,4
0577,7
0578,8
0579,10
0580,2
0581,2
0582,2
0583,9
0584,0
0585,4
0586,9
0587,6
0588,9
0589,5
0590,6
0591,0
0592,9
0593,9
0594,6
0595,2
0596,7
0597,0
0598,5
0599,2
0600,9
0601,2
0602,3
0603,8
0604,5
0605,6
0606,1
0607,2
0608,10
0609,4
0610,10
0611,0
0612,9
0613,8
0614,8
0615,7
0616,3
0617,9
0618,4
0619,2
0620,3
0621,6
0622,10
0623,6
0624,9
0625,9
0626,9
0627,9
0628,8
