id,tested_positive
0,8.195359
1,9.304913
2,4.198236
3,8.961814
4,16.773932
5,13.368404
6,10.575634
7,14.076975
8,13.440318
9,11.733265
10,5.5034766
11,11.586179
12,9.312896
13,17.326393
14,12.6013565
15,6.0949554
16,9.308128
17,4.7221994
18,7.979675
19,9.729811
20,19.409143
21,5.0366774
22,9.10114
23,12.210142
24,14.224279
25,18.662685
26,24.547241
27,8.529463
28,5.453672
29,15.186836
30,13.778251
31,3.4732122
32,11.910083
33,8.921287
34,8.810108
35,5.3644176
36,13.758918
37,17.856878
38,9.374213
39,13.935504
40,15.134427
41,24.887735
42,5.5235114
43,10.444253
44,23.48317
45,23.196863
46,17.886534
47,5.4048963
48,10.768265
49,6.0872955
50,3.7548234
51,8.061394
52,15.27719
53,16.219704
54,18.408016
55,20.249088
56,15.634342
57,9.887032
58,25.815409
59,7.8949304
60,20.016895
61,19.813484
62,11.539686
63,16.29608
64,21.392519
65,12.909497
66,9.67594
67,5.042475
68,5.798879
69,17.869625
70,22.15462
71,19.887878
72,5.491903
73,11.219914
74,18.821463
75,15.800408
76,17.069286
77,12.427819
78,9.915798
79,16.289919
80,23.7233
81,5.06088
82,23.403252
83,18.336607
84,24.042627
85,8.699598
86,9.7503805
87,16.501951
88,26.937183
89,4.533831
90,17.183739
91,15.046903
92,21.206
93,21.5559
94,20.251078
95,10.248605
96,33.52411
97,8.761531
98,20.710485
99,18.513483
100,18.73696
101,17.6891
102,8.798453
103,17.23138
104,18.714369
105,11.668818
106,20.272335
107,18.675108
108,6.639304
109,20.708931
110,23.899443
111,18.720783
112,23.500408
113,25.115993
114,12.937663
115,6.595689
116,19.466042
117,11.7151785
118,22.967314
119,16.740654
120,22.280052
121,6.7954526
122,12.457257
123,11.531749
124,19.256205
125,8.353704
126,12.055879
127,16.977074
128,16.177372
129,8.47764
130,16.488226
131,5.098194
132,8.88264
133,5.946531
134,13.081027
135,18.384634
136,19.746696
137,21.615904
138,4.789428
139,14.287259
140,11.163032
141,8.962212
142,10.030172
143,9.731878
144,24.268589
145,8.627203
146,10.780303
147,16.498995
148,24.985764
149,18.053782
150,12.982825
151,17.615091
152,12.123273
153,9.426366
154,21.935255
155,13.763065
156,14.278026
157,28.123634
158,22.534622
159,16.301634
160,13.333621
161,18.310768
162,9.08748
163,20.352274
164,9.09124
165,23.203686
166,10.503378
167,16.928104
168,10.484141
169,5.915516
170,12.647662
171,13.615791
172,12.826669
173,13.827104
174,23.639372
175,4.796488
176,5.5505157
177,22.623621
178,13.251399
179,11.786439
180,20.956839
181,18.493961
182,8.427718
183,10.664964
184,10.309401
185,10.825889
186,13.409169
187,21.847555
188,7.0998917
189,10.80001
190,6.5088363
191,5.0786395
192,19.687744
193,9.25908
194,9.031641
195,18.40553
196,19.509254
197,18.557816
198,5.9764953
199,20.62818
200,6.49398
201,12.561174
202,23.170511
203,20.961767
204,19.391827
205,8.911835
206,9.554929
207,6.701826
208,10.490529
209,21.085247
210,9.592957
211,13.544915
212,19.663286
213,5.1894794
214,15.8858385
215,16.805656
216,15.7238455
217,10.028239
218,21.499748
219,9.149124
220,7.08773
221,8.292214
222,12.799487
223,21.554676
224,17.014845
225,9.393263
226,4.739223
227,13.682647
228,16.065254
229,13.163745
230,13.940288
231,4.814563
232,10.346801
233,20.895426
234,16.211916
235,5.7173266
236,10.060391
237,17.014246
238,10.133309
239,15.814573
240,20.704926
241,13.412921
242,24.567415
243,16.994967
244,9.075201
245,5.972144
246,19.90061
247,10.712013
248,23.839048
249,19.014885
250,19.741411
251,13.90179
252,18.570688
253,18.397999
254,14.587083
255,9.396691
256,22.918976
257,11.626343
258,13.134368
259,17.194729
260,16.09354
261,25.083649
262,11.5300455
263,11.482842
264,15.733033
265,12.568817
266,15.962874
267,7.9322176
268,11.023801
269,18.10148
270,11.032898
271,11.617726
272,18.921793
273,8.029163
274,17.090668
275,5.7103233
276,15.518177
277,8.687963
278,15.365372
279,8.706478
280,17.563158
281,12.49225
282,12.93702
283,14.527913
284,5.5265794
285,15.137504
286,6.6370134
287,17.1839
288,10.601568
289,14.629237
290,18.906588
291,10.09159
292,16.29886
293,14.509703
294,15.15471
295,16.18516
296,20.846052
297,12.897345
298,8.937632
299,9.972498
300,18.548946
301,14.395547
302,20.514154
303,16.195526
304,16.368439
305,19.28075
306,17.661104
307,14.798839
308,13.89907
309,19.372839
310,18.40894
311,17.88074
312,16.314985
313,12.41775
314,13.499023
315,9.032385
316,11.061229
317,23.15811
318,12.9713955
319,17.590948
320,22.53921
321,8.27375
322,15.29488
323,10.660942
324,9.291713
325,18.513926
326,6.30621
327,20.382513
328,8.826926
329,11.96382
330,17.062172
331,14.892911
332,13.708232
333,15.466625
334,12.830071
335,9.54932
336,11.060857
337,15.101462
338,10.559279
339,5.285364
340,18.11086
341,15.982416
342,15.604174
343,12.114109
344,4.9469666
345,20.60073
346,12.245311
347,17.0132
348,23.591301
349,6.8844705
350,13.094429
351,9.818893
352,12.9613
353,4.8242164
354,12.897019
355,17.119589
356,12.774116
357,17.159298
358,5.9318814
359,4.0569034
360,11.041899
361,12.6366
362,14.819613
363,13.158778
364,11.997924
365,15.390895
366,8.642797
367,17.358418
368,5.206327
369,12.889145
370,23.314478
371,9.396184
372,14.039667
373,19.882442
374,15.707584
375,17.129187
376,10.72368
377,19.232162
378,16.413586
379,4.552038
380,24.418625
381,6.592236
382,18.4079
383,14.77736
384,15.262322
385,19.090975
386,14.14893
387,12.388606
388,15.864132
389,18.532904
390,17.388504
391,17.992535
392,14.125231
393,10.564512
394,9.92599
395,14.772403
396,14.776311
397,5.6031113
398,13.425567
399,6.010278
400,14.756215
401,11.3352995
402,3.442277
403,5.408096
404,11.422116
405,16.21806
406,10.71257
407,5.3540893
408,4.7378964
409,6.723737
410,5.730347
411,9.4657755
412,5.963227
413,13.143707
414,7.8921103
415,13.954202
416,6.7538
417,12.224176
