id,tested_positive
0,8.632976
1,9.305959
2,5.0166306
3,9.243327
4,16.862728
5,14.228376
6,10.374041
7,14.08893
8,13.089009
9,10.962469
10,6.9200106
11,9.73374
12,9.448878
13,16.964525
14,11.963486
15,6.099879
16,9.408737
17,5.674709
18,8.294225
19,9.99815
20,20.229904
21,6.0646324
22,9.609125
23,10.481593
24,13.774797
25,18.33435
26,22.80474
27,8.772123
28,6.8122907
29,15.479635
30,13.816628
31,3.9564981
32,12.163278
33,9.5049095
34,9.144161
35,6.59835
36,13.644421
37,16.412365
38,9.610716
39,13.938215
40,15.415659
41,25.3568
42,5.6440835
43,10.9969015
44,24.28983
45,22.415924
46,17.675257
47,5.346228
48,10.802147
49,5.9590735
50,4.4980416
51,8.440555
52,14.318018
53,15.950615
54,16.586838
55,19.168354
56,16.580833
57,11.260157
58,24.639988
59,8.4266
60,17.69263
61,19.021374
62,12.732718
63,16.48911
64,20.318867
65,12.824925
66,10.297902
67,6.2854667
68,6.861869
69,15.745344
70,22.615519
71,19.607334
72,6.135204
73,11.746148
74,17.706837
75,13.987794
76,16.536188
77,12.746376
78,10.304573
79,16.31237
80,22.405247
81,6.102878
82,23.270008
83,16.91383
84,22.597744
85,9.379171
86,9.426835
87,16.59423
88,26.896408
89,4.950743
90,15.037798
91,15.887559
92,18.910559
93,21.121557
94,21.181396
95,11.519856
96,29.878002
97,8.823031
98,20.831488
99,19.178432
100,18.810383
101,18.055521
102,8.97983
103,16.58281
104,18.988503
105,12.460485
106,18.06517
107,18.287235
108,6.6915584
109,20.488503
110,22.89336
111,18.865147
112,22.79728
113,21.248861
114,12.046467
115,6.87815
116,18.967415
117,11.024405
118,23.06329
119,16.717758
120,21.754402
121,7.3599668
122,12.098883
123,11.809626
124,19.025526
125,9.785685
126,12.165048
127,15.186619
128,16.017178
129,9.689018
130,15.97288
131,6.000878
132,9.452678
133,6.0319552
134,12.967756
135,18.7665
136,17.868227
137,21.095219
138,5.665326
139,12.592672
140,11.4160185
141,8.819866
142,11.121309
143,10.577164
144,23.36478
145,8.530009
146,11.514603
147,16.784971
148,23.670527
149,16.037544
150,12.502478
151,17.124039
152,11.277515
153,9.578079
154,21.033106
155,13.698512
156,13.594392
157,25.098892
158,21.847725
159,17.425129
160,12.774066
161,16.720678
162,10.058308
163,19.35108
164,9.852758
165,21.97704
166,11.370138
167,15.708675
168,11.528047
169,5.9905524
170,12.670044
171,12.967632
172,11.920875
173,12.844029
174,23.293219
175,6.0746484
176,5.874174
177,22.448307
178,13.236207
179,12.067837
180,20.027668
181,17.74924
182,8.41343
183,11.007547
