id,tested_positive
0,8.363064
1,9.321381
2,5.0398545
3,9.004786
4,17.284658
5,13.457681
6,10.274158
7,13.952393
8,12.943631
9,10.938437
10,6.7200866
11,9.786816
12,9.360616
13,16.669882
14,11.989979
15,6.5608516
16,9.478762
17,5.4072633
18,8.285439
19,9.640884
20,19.0683
21,5.91385
22,9.256847
23,10.436775
24,13.618651
25,18.63509
26,22.953852
27,8.705624
28,6.8814507
29,15.605195
30,13.769686
31,3.6019018
32,11.710811
33,9.0789795
34,8.746054
35,6.3141026
36,13.487425
37,16.66413
38,9.545529
39,14.217054
40,14.688239
41,24.753233
42,5.623628
43,10.755323
44,24.132244
45,22.493267
46,17.92112
47,5.555395
48,10.908434
49,5.862264
50,4.1131024
51,8.095222
52,13.965247
53,16.149382
54,16.955101
55,18.943756
56,15.923849
57,10.499263
58,24.94711
59,8.192641
60,17.953035
61,19.25714
62,11.628401
63,16.804815
64,20.16955
65,12.635217
66,9.885413
67,6.0417504
68,6.785692
69,15.789865
70,21.655811
71,18.935877
72,5.9697313
73,11.266258
74,17.884914
75,14.289882
76,16.766344
77,12.702898
78,9.979769
79,16.209602
80,23.326097
81,5.934643
82,22.595112
83,16.679861
84,23.656675
85,9.001694
86,9.639491
87,15.972885
88,26.592058
89,5.31466
90,15.259035
91,14.717497
92,18.88713
93,20.83861
94,20.84192
95,10.499087
96,31.86329
97,8.346188
98,20.371902
99,18.291273
100,18.499449
101,17.64063
102,8.968212
103,16.516672
104,18.721949
105,12.687918
106,17.917467
107,18.513197
108,7.0769076
109,20.684057
110,23.253077
111,18.637209
112,22.763298
113,21.738928
114,11.44732
115,7.0601125
116,19.425875
117,10.652085
118,22.868137
119,16.91236
120,21.581278
121,7.190903
122,11.75831
123,11.667305
124,18.83496
125,8.701826
126,11.87956
127,14.931149
128,15.802107
129,9.44319
130,16.174711
131,6.3094707
132,8.96944
133,5.988048
134,12.958386
135,18.565126
136,17.47336
137,20.706484
138,5.671892
139,12.94059
140,11.506367
141,9.280895
142,10.870064
143,9.50662
144,23.745543
145,8.84726
146,11.560752
147,16.443144
148,24.26114
149,15.730738
150,11.753038
151,17.37405
152,10.980303
153,9.228516
154,20.8043
155,13.535842
156,13.661744
157,26.949701
158,21.299025
159,16.645273
160,12.703897
161,16.253424
162,9.66391
163,19.35134
164,9.4874735
165,21.863132
166,11.233157
