id,tested_positive
0,8.426381
1,9.236593
2,5.1709847
3,9.013062
4,17.302885
5,13.581189
6,10.459694
7,14.042726
8,13.0405245
9,10.841091
10,6.8792663
11,9.7632475
12,9.498057
13,16.825886
14,11.974966
15,6.6715293
16,9.599152
17,5.5639396
18,8.372021
19,9.705261
20,19.296875
21,6.0388775
22,9.29963
23,10.453604
24,13.839149
25,18.640587
26,22.853386
27,8.806719
28,6.7855597
29,15.707169
30,13.8025875
31,3.6808124
32,11.996317
33,9.185638
34,8.824574
35,6.4418616
36,13.688166
37,16.722273
38,9.706622
39,14.216455
40,14.833916
41,24.695093
42,5.6345735
43,11.00279
44,24.527313
45,22.412882
46,17.91966
47,5.595113
48,10.921178
49,5.755447
50,4.1140285
51,8.122931
52,14.37386
53,16.252518
54,17.121994
55,19.10204
56,15.92189
57,10.530426
58,24.878773
59,8.311869
60,18.114721
61,19.288876
62,11.631552
63,16.783155
64,20.39348
65,12.651539
66,9.9669
67,6.120061
68,6.99353
69,15.878726
70,21.617792
71,18.94287
72,5.9297304
73,11.593318
74,18.116983
75,14.5395
76,17.029457
77,12.781856
78,10.123411
79,16.067066
80,23.322216
81,6.079292
82,22.495022
83,16.775883
84,23.847223
85,9.151738
86,9.606148
87,15.96493
88,26.614885
89,5.3335104
90,15.492952
91,14.674745
92,19.011543
93,20.54681
94,20.838795
95,10.482393
96,32.226223
97,8.236614
98,20.348982
99,18.503954
100,18.653858
101,17.82828
102,9.06328
103,16.739613
104,18.858948
105,12.767166
106,18.004011
107,18.496307
108,7.0277004
109,20.700075
110,23.184666
111,18.600178
112,22.594421
113,21.972012
114,11.377333
115,6.9357066
116,19.40474
117,10.687913
118,22.80142
119,17.04255
120,21.359594
121,7.3560553
122,11.930569
123,11.795269
124,18.84357
125,8.729297
126,12.072901
127,15.198017
128,15.727589
129,9.485878
130,16.124266
131,6.304315
132,8.993036
133,5.9614286
134,12.817287
135,18.58029
136,17.563553
137,20.773523
138,5.703337
139,13.020044
140,11.580371
141,9.402005
142,11.029545
143,9.6627865
144,23.634651
145,9.005661
146,11.603801
147,16.564642
148,24.126442
149,15.979286
150,11.797751
151,17.430439
152,10.980497
153,9.287338
154,20.87044
155,13.442291
156,13.644717
157,27.282774
158,21.305912
159,16.83033
160,12.8182125
161,16.375822
162,9.821689
163,19.475723
164,9.570753
165,21.866549
166,11.27512
167,15.605357
168,10.444716
169,6.1537595
170,12.757483
171,14.26409
172,11.419466
173,13.123471
174,23.019825
175,5.6817036
176,5.70269
177,22.114704
178,13.1380005
179,12.562659
180,19.801292
181,17.950296
182,8.772403
183,11.047127
184,12.018806
185,12.110102
186,13.044357
187,21.446024
188,7.405713
189,10.16094
190,6.5721755
191,5.4208374
192,19.964134
193,9.657162
194,9.198823
195,18.20825
196,19.21393
197,16.415953
198,6.208323
199,20.71547
200,6.789661
201,11.952931
202,21.840899
203,19.903723
204,18.960987
205,8.817706
206,9.647331
207,7.393393
208,11.239511
209,19.915518
210,10.077625
211,13.366503
212,19.450638
213,5.2871113
214,15.7035265
215,16.998707
216,16.525196
217,10.594776
218,20.53974
219,9.012714
220,6.6134324
221,9.458617
222,13.736381
223,21.190857
224,16.232536
225,9.379879
226,5.0201817
227,14.639511
228,15.175867
229,11.822485
230,14.701591
231,5.7618914
232,11.100548
233,19.239712
234,14.8637495
235,6.7734895
236,10.10511
237,17.498835
238,10.61208
239,16.276222
240,19.912647
241,14.829213
242,23.681856
243,15.736286
244,9.051831
245,6.2922044
246,19.0768
247,9.074198
248,21.223076
249,17.349382
250,17.855663
251,13.869546
252,16.730268
253,18.124596
254,14.129614
255,10.728778
256,20.59019
257,12.215418
258,14.008501
259,16.8872
260,16.147764
261,22.341808
262,11.563692
263,10.771171
264,16.39061
265,13.353076
266,15.411633
267,8.410462
268,11.500868
269,18.0741
270,11.310904
271,12.164938
272,17.212576
273,9.217276
274,16.794384
275,5.73348
276,15.510789
277,8.502687
278,15.443618
279,8.722147
280,17.432344
281,11.799087
282,13.082136
283,13.276735
284,6.9206076
285,14.998392
286,6.758204
287,17.403212
288,10.456285
289,14.361816
290,17.044947
291,10.439534
292,15.995039
293,14.708344
294,15.114365
295,17.133644
296,17.845974
297,12.907067
298,9.387655
299,11.956081
300,17.86872
301,14.2151575
302,19.205437
303,16.172981
304,16.062407
305,17.953876
306,17.683622
307,14.736862
308,14.01766
309,17.496494
310,18.656303
311,18.294601
312,15.79853
313,11.913569
314,14.236484
315,9.541971
316,11.272602
317,20.250305
318,13.3303795
319,17.58739
320,19.127932
321,8.329089
322,15.451791
323,10.718386
324,9.299552
325,17.341335
326,6.420098
327,19.157696
328,8.665705
329,12.610192
330,15.720263
331,15.223737
332,12.933914
333,15.422903
334,12.615628
335,10.276346
336,11.46352
337,15.445999
338,10.644958
339,6.7226686
340,16.183258
341,15.604595
342,15.962958
343,13.50069
344,5.9754763
345,17.671976
346,12.429927
347,17.284906
348,20.700277
349,7.575585
350,12.988733
351,11.601865
352,12.964247
353,5.740131
354,13.124395
355,17.094408
356,11.923573
357,17.299078
358,7.5381474
359,4.5074744
360,10.906477
361,11.781763
362,14.835272
363,13.438816
364,11.927017
365,14.374419
366,9.752035
367,17.5896
368,5.598867
369,12.750872
370,20.285065
371,10.997454
372,14.002979
373,18.941616
374,15.650148
375,16.887962
376,11.230586
377,16.56464
378,15.209351
379,4.651075
380,24.542746
381,6.9250364
382,16.659855
383,13.857258
384,15.302346
385,19.252743
386,13.437051
387,12.529863
388,15.883768
389,18.90707
390,15.7593975
391,17.48016
392,12.976115
393,10.955373
394,9.857385
395,15.462909
396,15.040537
397,6.745588
398,12.712614
399,6.0769243
400,13.439192
401,10.99824
402,3.6518667
403,5.6116633
404,11.376088
405,14.808669
406,10.938953
407,6.824783
408,5.116401
409,6.569608
410,7.0953064
411,9.51778
412,7.5913205
413,13.331452
414,8.345333
415,13.319921
416,6.684727
417,11.896225
418,6.966665
419,6.77804
420,11.381412
421,6.5045185
422,14.758804
423,7.7070413
424,15.249538
425,6.4116335
426,15.607645
427,6.0350375
428,7.393503
429,13.692493
430,15.562179
431,17.962284
432,7.0360513
433,3.637219
434,9.988022
435,15.67079
436,10.396315
437,4.928416
438,12.52577
439,6.516177
440,16.163109
441,10.72011
442,11.359682
443,13.957056
444,7.5661445
445,19.262663
446,12.517209
447,16.760962
448,11.481764
449,11.744217
450,7.963906
451,8.435609
452,13.432047
453,12.556833
454,8.351484
455,14.265945
456,16.003529
457,11.244516
458,16.517708
459,7.01004
460,17.653612
461,8.120854
462,5.9792705
463,6.431144
464,7.3977675
465,5.9295015
466,11.321229
467,17.311035
468,7.757146
469,11.328585
470,10.040785
471,13.4565935
472,11.417768
473,8.215253
474,10.941092
475,16.101433
476,6.613251
477,5.561573
478,8.049484
479,8.913631
480,18.159227
481,16.313736
482,9.234276
483,13.231995
484,10.21937
485,18.015903
486,11.982737
487,10.224943
488,14.3591
489,15.624688
490,9.393261
491,7.1883583
492,11.564149
493,11.071775
494,17.255535
495,3.5905454
496,18.418587
497,15.81534
498,8.523904
499,12.493844
500,5.4102635
501,8.08111
502,17.859802
503,16.627176
504,13.5121155
505,10.233167
506,15.301838
507,6.3940325
508,10.8717375
509,4.7928667
510,9.540966
511,21.590872
512,10.545415
513,9.320412
514,6.3115478
515,5.9169984
516,20.542273
517,5.365176
518,13.335694
519,18.441021
520,9.121067
521,11.563771
522,5.2281284
523,6.8764763
524,8.045243
525,21.757889
526,11.334652
527,16.557438
528,7.11243
529,13.928444
530,11.613867
531,7.1171074
532,4.3449492
533,18.15301
534,7.6709104
535,17.196499
536,9.934386
537,8.55153
538,9.081324
539,15.381196
540,9.919329
541,18.394663
542,16.964024
543,10.93664
544,15.275181
545,9.169399
546,9.673719
547,11.130149
548,8.207352
549,12.326035
550,8.686269
551,10.807806
552,9.321474
553,9.12233
554,3.4268546
555,15.021278
556,11.710287
557,8.047773
558,12.314949
559,10.857194
560,19.542946
561,10.602445
562,6.724767
563,12.738201
564,5.1227584
565,7.3083816
566,9.255126
567,16.787046
568,7.541836
569,9.055653
570,7.6213017
571,11.473507
572,18.31281
573,10.427735
574,18.45723
575,9.614444
576,16.729576
577,5.3084064
578,6.733686
579,7.5882087
580,8.062956
581,5.9906964
582,6.7489324
583,7.6215463
584,8.1277
585,6.955869
586,8.971106
587,4.032718
588,13.308931
589,9.0441265
590,8.146152
591,15.676527
592,5.987483
593,7.67398
594,7.1828084
595,7.3523617
596,8.316701
597,9.064028
598,6.4015865
599,9.0014515
600,9.928548
601,15.921507
602,8.337032
603,4.610112
604,10.361633
605,16.777887
606,7.825704
607,10.169465
608,9.676196
609,15.282929
610,15.168123
611,9.001812
612,13.8069515
613,4.107404
614,14.522698
615,7.8174286
616,8.038281
617,14.116021
618,7.6975207
619,16.745007
620,7.8817844
621,8.478499
622,13.214982
623,8.559312
624,9.017656
625,6.70073
626,16.877916
627,20.203037
628,5.553429
629,10.314297
630,6.1264157
631,15.976323
632,9.782881
633,17.202663
634,8.293877
635,10.932395
636,13.189127
637,18.337057
638,8.702152
639,18.904118
640,8.136089
641,21.784866
642,8.686973
643,8.207288
644,8.070543
645,10.308562
646,6.1696467
647,12.827365
648,9.259399
649,5.701656
650,14.44249
651,6.0405364
652,9.431218
653,20.344736
654,16.413994
655,10.110335
656,13.780067
657,23.56727
658,14.831638
659,17.188847
660,13.837137
661,6.8481708
662,28.596436
663,8.47947
664,24.233276
665,15.066071
666,10.603694
667,13.752815
668,18.698689
669,8.900395
670,12.220683
671,11.814884
672,12.026667
673,12.460362
674,7.9609027
675,22.389063
676,16.672632
677,16.673265
678,8.57432
679,14.309757
680,7.33563
681,8.844942
682,29.694117
683,30.652084
684,7.599567
685,18.189968
686,12.523548
687,12.61961
688,5.681894
689,5.5413556
690,13.476792
691,9.252531
692,22.076576
693,11.256654
694,6.8306212
695,22.547924
696,6.6152554
697,19.706633
698,15.535187
699,22.686909
700,10.491211
701,12.915792
702,11.701728
703,4.546619
704,10.888424
705,16.113697
706,8.874828
707,10.759788
708,6.2575617
709,25.477251
710,18.003555
711,10.0696335
712,4.9350266
713,11.742435
714,15.291432
715,6.7747197
716,13.753752
717,17.83552
718,6.607103
719,9.99435
720,8.894114
721,15.2927475
722,10.521989
723,12.057608
724,15.400693
725,16.090858
726,9.373535
727,15.236943
728,11.770408
729,4.6197405
730,23.300085
731,5.0911026
732,6.3990083
733,24.289059
734,8.214676
735,12.099094
736,14.161356
737,14.294941
738,8.394144
739,6.2676315
740,6.1864653
741,14.795567
742,11.562604
743,6.091486
744,10.731653
745,18.286896
746,14.770012
747,15.27058
748,6.657106
749,9.812897
750,7.71131
751,9.365611
752,11.239775
753,4.173325
754,11.031345
755,14.667822
756,13.175312
757,5.805798
758,8.934446
759,10.648445
760,17.713715
761,8.7417965
762,9.138874
763,15.09542
764,10.255083
765,4.4880257
766,12.872399
767,10.878526
768,12.726178
769,5.359891
770,21.751318
771,13.278012
772,15.412914
773,16.277714
774,9.046035
775,12.03183
776,8.00663
777,20.668037
778,8.758455
779,14.378161
780,19.754753
781,8.185426
782,24.228666
783,11.355944
784,15.643562
785,16.257986
786,13.632704
787,10.871566
788,8.474471
789,7.4852934
790,10.312281
791,9.05381
792,12.979374
793,5.571031
794,9.598223
795,6.6707525
796,14.435173
797,12.121981
798,17.114561
799,10.260466
800,11.024777
801,15.176668
802,9.406609
803,9.159905
804,11.118259
805,5.8376527
806,21.256706
807,14.935127
808,12.76888
809,20.426666
810,18.38432
811,17.225433
812,21.74851
813,13.912642
814,11.144339
815,18.971363
816,17.68866
817,16.811283
818,17.611107
819,9.173155
820,17.091366
821,4.069619
822,14.861652
823,23.772043
824,16.177958
825,8.4587345
826,7.3695073
827,9.244583
828,8.412608
829,20.359177
830,7.03921
831,13.0395775
832,27.00584
833,11.010115
834,18.394535
835,31.900648
836,10.556661
837,23.148726
838,22.902252
839,11.849637
840,27.43438
841,20.673162
842,12.554706
843,9.690435
844,30.2589
845,12.387057
846,11.540963
847,16.703657
848,7.039918
849,9.368965
850,18.852018
851,13.228121
852,23.236008
853,14.018674
854,11.946804
855,7.11671
856,16.823992
857,9.179631
858,10.532722
859,19.671204
860,24.539291
861,28.371813
862,17.92089
863,23.062397
864,22.195238
865,22.935669
866,16.234287
867,25.1053
868,27.103127
869,22.501366
870,9.0454235
871,26.743326
872,30.687683
873,30.432096
874,6.9283113
875,28.807312
876,14.345216
877,27.932287
878,11.083878
879,19.672157
880,21.751495
881,22.747055
882,9.982056
883,13.648702
884,30.993292
885,17.078428
886,18.7501
887,24.498169
888,11.111068
889,12.738298
890,10.601818
891,21.365429
892,16.237053
893,12.474094
894,37.538162
895,8.522919
896,18.664349
897,26.240004
898,21.335657
899,34.780712
900,23.85897
901,6.580174
902,25.709291
903,18.160942
904,21.07363
905,7.963835
906,32.091934
907,22.014244
908,10.264994
909,10.081875
910,32.931774
911,32.17183
912,34.33255
913,10.329042
914,21.342648
915,42.064415
916,15.584383
917,13.050549
918,25.142424
919,23.330364
920,17.12228
921,17.648561
922,18.173615
923,45.361748
924,17.872517
925,8.812884
926,25.934988
927,23.693838
928,27.353222
929,14.52389
930,18.350557
931,46.321976
932,12.455803
933,30.642326
934,27.149033
935,12.729485
936,10.135302
937,26.948574
938,18.760069
939,26.170517
940,23.075615
941,34.8461
942,21.079716
943,33.55902
944,17.934265
945,25.221214
946,24.788628
947,36.67875
948,26.643805
949,8.629486
950,31.784275
951,42.569443
952,21.035255
953,13.807886
954,21.867153
955,28.989109
956,32.00174
957,15.945406
958,20.406197
959,23.452211
960,7.9802628
961,31.74845
962,27.527458
963,24.311161
964,32.227066
965,22.474098
966,11.771269
967,27.973412
968,30.77135
969,26.172924
970,24.861767
971,20.992796
972,25.098469
973,17.816685
974,19.045319
975,31.983562
976,9.280748
977,33.674812
978,19.369192
979,34.701397
980,13.231632
981,20.46661
982,31.849998
983,21.867432
984,37.85128
985,12.35415
986,36.141785
987,22.877256
988,20.425854
989,36.016106
990,29.861803
991,20.744568
992,28.579533
993,26.613047
994,14.357689
995,33.696274
996,40.80188
997,34.304806
998,16.641787
999,29.656582
1000,6.9539714
1001,12.418008
1002,29.072695
1003,32.22883
1004,7.8724113
1005,28.415468
1006,26.845448
1007,16.481813
1008,18.349026
1009,22.410015
1010,22.609535
1011,26.941744
1012,21.168604
1013,36.885162
1014,31.977554
1015,27.864027
1016,27.219965
1017,27.608969
1018,19.679089
1019,22.010435
1020,17.970375
1021,31.507225
1022,42.332382
1023,26.183895
1024,33.695427
1025,34.004585
1026,20.695309
1027,17.396143
1028,31.35852
1029,37.79853
1030,12.089309
1031,27.6931
1032,13.567904
1033,17.86792
1034,26.278948
1035,33.262207
1036,33.861862
1037,12.856244
1038,15.043753
1039,13.829167
1040,34.450443
1041,16.860266
1042,35.049747
1043,38.355103
1044,17.332298
1045,35.27226
1046,20.398819
1047,18.88689
1048,33.570984
1049,25.164913
1050,29.210262
1051,32.28224
1052,17.271376
1053,32.616405
1054,33.658768
1055,39.525944
1056,22.078442
1057,25.763554
1058,24.829992
1059,33.27533
1060,38.877525
1061,26.871897
1062,37.30429
1063,28.401348
1064,33.01043
